Age,Attrition_rate,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,0,Rarely,950,Research & Development,28,3,Technical Degree,1546,4,M,97,3,1,Research Scientist,4,Married,2132,4585,4,No,20,4,4,1,8,3,3,5,4,0,3
42,0,Frequently,288,Research & Development,2,3,Life Sciences,1547,4,M,40,3,3,Healthcare Representative,4,Married,10124,18611,2,Yes,14,3,3,1,24,3,1,20,8,13,9
40,0,Rarely,1342,Sales,9,2,Medical,1548,1,M,47,3,2,Sales Executive,1,Married,5473,19345,0,No,12,3,4,0,9,5,4,8,4,7,1
33,0,Rarely,589,Research & Development,28,4,Life Sciences,1549,2,M,79,3,2,Laboratory Technician,3,Married,5207,22949,1,Yes,12,3,2,1,15,3,3,15,14,5,7
40,0,Rarely,898,Human Resources,6,2,Medical,1550,3,M,38,3,4,Manager,4,Single,16437,17381,1,Yes,21,4,4,0,21,2,3,21,7,7,7
24,0,Rarely,350,Research & Development,21,2,Technical Degree,1551,3,M,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,No,14,3,2,3,2,3,3,1,1,0,0
40,0,Non-Travel,1142,Research & Development,8,2,Life Sciences,1552,4,M,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2
45,0,Rarely,538,Research & Development,1,4,Technical Degree,1553,1,M,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,No,12,3,1,3,10,4,3,10,8,7,7
35,0,Rarely,1402,Sales,28,4,Life Sciences,1554,2,F,98,2,1,Sales Representative,3,Married,2430,26204,0,No,23,4,1,2,6,5,3,5,3,4,2
32,0,Rarely,824,Research & Development,5,2,Life Sciences,1555,4,F,67,2,2,Research Scientist,2,Married,5878,15624,3,No,12,3,1,1,12,2,3,7,1,2,5
36,0,Rarely,1157,Sales,2,4,Life Sciences,1556,3,M,70,3,1,Sales Representative,4,Single,2644,17001,3,Yes,21,4,4,0,7,3,2,3,2,1,2
48,0,Rarely,492,Sales,16,4,Life Sciences,1557,3,F,96,3,2,Sales Executive,3,Divorced,6439,13693,8,No,14,3,3,1,18,2,3,8,7,7,7
29,0,Rarely,598,Research & Development,9,3,Life Sciences,1558,3,M,91,4,1,Research Scientist,3,Married,2451,22376,6,No,18,3,1,2,5,2,2,1,0,0,0
33,0,Rarely,1242,Sales,8,4,Life Sciences,1560,1,M,46,3,2,Sales Executive,1,Married,6392,10589,2,No,13,3,4,1,8,6,1,2,2,2,2
30,1,Rarely,740,Sales,1,3,Life Sciences,1562,2,M,64,2,2,Sales Executive,1,Married,9714,5323,1,No,11,3,4,1,10,4,3,10,8,6,7
38,0,Frequently,888,Human Resources,10,4,Human Resources,1563,3,M,71,3,2,Human Resources,3,Married,6077,14814,3,No,11,3,3,0,10,2,3,6,3,1,2
35,0,Rarely,992,Research & Development,1,3,Medical,1564,4,M,68,2,1,Laboratory Technician,1,Single,2450,21731,1,No,19,3,2,0,3,3,3,3,0,1,2
30,0,Rarely,1288,Sales,29,4,Technical Degree,1568,3,M,33,3,3,Sales Executive,2,Married,9250,17799,3,No,12,3,2,1,9,3,3,4,2,1,3
35,1,Rarely,104,Research & Development,2,3,Life Sciences,1569,1,F,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Yes,12,3,4,1,1,2,3,1,0,0,0
53,1,Rarely,607,Research & Development,2,5,Technical Degree,1572,3,F,78,2,3,Manufacturing Director,4,Married,10169,14618,0,No,16,3,2,1,34,4,3,33,7,1,9
38,1,Rarely,903,Research & Development,2,3,Medical,1573,3,M,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4
32,0,Non-Travel,1200,Research & Development,1,4,Technical Degree,1574,4,M,62,3,2,Research Scientist,1,Married,4087,25174,4,No,14,3,2,1,9,3,2,6,5,1,2
48,0,Rarely,1108,Research & Development,15,4,Other,1576,3,F,65,3,1,Research Scientist,1,Married,2367,16530,8,No,12,3,4,1,10,3,2,8,2,7,6
34,0,Rarely,479,Research & Development,7,4,Medical,1577,1,M,35,3,1,Research Scientist,4,Single,2972,22061,1,No,13,3,3,0,1,4,1,1,0,0,0
55,0,Rarely,685,Sales,26,5,Marketing,1578,3,M,60,2,5,Manager,4,Married,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13
34,0,Rarely,1351,Research & Development,1,4,Life Sciences,1580,2,M,45,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1
26,0,Rarely,474,Research & Development,3,3,Life Sciences,1581,1,F,89,3,1,Research Scientist,4,Married,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0
38,0,Rarely,1245,Sales,14,3,Life Sciences,1582,3,M,80,3,2,Sales Executive,2,Married,9924,12355,0,No,11,3,4,1,10,3,3,9,8,7,7
38,0,Rarely,437,Sales,16,3,Life Sciences,1583,2,F,90,3,2,Sales Executive,2,Single,4198,16379,2,No,12,3,2,0,8,5,4,3,2,1,2
36,0,Rarely,884,Sales,1,4,Life Sciences,1585,2,F,73,3,2,Sales Executive,3,Single,6815,21447,6,No,13,3,1,0,15,5,3,1,0,0,0
29,0,Rarely,1370,Research & Development,3,1,Medical,1586,2,M,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5
35,0,Rarely,670,Research & Development,10,4,Medical,1587,1,F,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4
39,0,Rarely,1462,Sales,6,3,Medical,1588,4,M,38,4,3,Sales Executive,3,Married,8237,4658,2,No,11,3,1,1,11,3,3,7,6,7,6
29,0,Frequently,995,Research & Development,2,1,Life Sciences,1590,1,M,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3
50,0,Rarely,264,Sales,9,3,Marketing,1591,3,M,59,3,5,Manager,3,Married,19331,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0
23,0,Rarely,977,Research & Development,10,3,Technical Degree,1592,4,M,45,4,1,Research Scientist,3,Married,2073,12826,2,No,16,3,4,1,4,2,3,2,2,2,2
36,0,Frequently,1302,Research & Development,6,4,Life Sciences,1594,1,M,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2
42,0,Rarely,1059,Research & Development,9,2,Other,1595,4,M,93,2,5,Manager,4,Single,19613,26362,8,No,22,4,4,0,24,2,3,1,0,0,1
35,0,Rarely,750,Research & Development,28,3,Life Sciences,1596,2,M,46,4,2,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,2,10,3,2,10,9,6,8
34,0,Frequently,653,Research & Development,10,4,Technical Degree,1597,4,M,92,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7
40,0,Rarely,118,Sales,14,2,Life Sciences,1598,4,F,84,3,2,Sales Executive,1,Married,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2
43,0,Rarely,990,Research & Development,27,3,Technical Degree,1599,4,M,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2
35,0,Rarely,1349,Research & Development,7,2,Life Sciences,1601,3,M,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1
46,0,Rarely,563,Sales,1,4,Life Sciences,1602,4,M,56,4,4,Manager,1,Single,17567,3156,1,No,15,3,2,0,27,5,1,26,0,0,12
28,1,Rarely,329,Research & Development,24,3,Medical,1604,3,M,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0
22,0,Non-Travel,457,Research & Development,26,2,Other,1605,2,F,85,2,1,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3
50,0,Frequently,1234,Research & Development,20,5,Medical,1606,2,M,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13
32,0,Rarely,634,Research & Development,5,4,Other,1607,2,F,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2
44,0,Rarely,1313,Research & Development,7,3,Medical,1608,2,F,31,3,5,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10
30,0,Rarely,241,Research & Development,7,3,Medical,1609,2,M,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1
45,0,Rarely,1015,Research & Development,5,5,Medical,1611,3,F,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4
45,0,Non-Travel,336,Sales,26,3,Marketing,1612,1,M,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5
31,0,Frequently,715,Sales,2,4,Other,1613,4,M,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3
36,0,Rarely,559,Research & Development,12,4,Life Sciences,1614,3,F,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1
34,0,Frequently,426,Research & Development,10,4,Life Sciences,1615,3,M,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2
49,0,Rarely,722,Research & Development,25,4,Life Sciences,1617,3,F,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4
39,0,Rarely,1387,Research & Development,10,5,Medical,1618,2,M,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7
27,0,Rarely,1302,Research & Development,19,3,Other,1619,4,M,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7
35,0,Rarely,819,Research & Development,18,5,Life Sciences,1621,2,M,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10
28,0,Rarely,580,Research & Development,27,3,Medical,1622,2,F,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0
21,0,Rarely,546,Research & Development,5,1,Medical,1623,3,M,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2
18,1,Frequently,544,Sales,3,2,Medical,1624,2,F,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0
47,0,Rarely,1176,Human Resources,26,4,Life Sciences,1625,4,F,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0
39,0,Rarely,170,Research & Development,3,2,Medical,1627,3,M,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7
40,0,Rarely,884,Research & Development,15,3,Life Sciences,1628,1,F,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12
35,0,Non-Travel,208,Research & Development,8,4,Life Sciences,1630,3,F,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9
37,0,Rarely,671,Research & Development,19,3,Life Sciences,1631,3,M,85,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2
39,0,Frequently,711,Research & Development,4,3,Medical,1633,1,F,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8
45,0,Rarely,1329,Research & Development,2,2,Other,1635,4,F,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9
38,0,Rarely,397,Research & Development,2,2,Medical,1638,4,F,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2
35,1,Rarely,737,Sales,10,3,Medical,1639,4,M,55,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0
37,0,Rarely,1470,Research & Development,10,3,Medical,1640,2,F,71,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7
40,0,Rarely,448,Research & Development,16,3,Life Sciences,1641,3,F,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3
44,0,Frequently,602,Human Resources,1,5,Human Resources,1642,1,M,37,3,2,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2
48,0,Frequently,365,Research & Development,4,5,Medical,1644,3,M,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2
35,1,Rarely,763,Sales,15,2,Medical,1645,1,M,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2
24,0,Frequently,567,Research & Development,2,1,Technical Degree,1646,1,F,32,3,1,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3
27,0,Rarely,486,Research & Development,8,3,Medical,1647,2,F,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2
27,0,Frequently,591,Research & Development,2,3,Medical,1648,4,M,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2
40,1,Rarely,1329,Research & Development,7,3,Life Sciences,1649,1,M,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3
29,0,Rarely,469,Sales,10,3,Medical,1650,3,M,42,2,2,Sales Executive,3,Single,5869,23413,9,No,11,3,3,0,8,2,3,5,2,1,4
36,0,Rarely,711,Research & Development,5,4,Life Sciences,1651,2,F,42,3,3,Healthcare Representative,1,Married,8008,22792,4,No,12,3,3,2,9,6,3,3,2,0,2
25,0,Frequently,772,Research & Development,2,1,Life Sciences,1653,4,M,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,No,17,3,3,2,7,6,3,7,7,0,7
39,0,Rarely,492,Research & Development,12,3,Medical,1654,4,M,66,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0
49,0,Rarely,301,Research & Development,22,4,Other,1655,1,F,72,3,4,Research Director,2,Married,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2
50,0,Rarely,813,Research & Development,17,5,Life Sciences,1656,4,F,50,2,3,Research Director,1,Divorced,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11
20,0,Rarely,1141,Sales,2,3,Medical,1657,3,F,31,3,1,Sales Representative,3,Single,2783,13251,1,No,19,3,1,0,2,3,3,2,2,2,2
34,0,Rarely,1130,Research & Development,3,3,Life Sciences,1658,4,F,66,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9
36,0,Rarely,311,Research & Development,7,3,Life Sciences,1659,1,M,77,3,1,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,0,15,4,3,4,3,1,3
49,0,Rarely,465,Research & Development,6,1,Life Sciences,1661,3,F,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12
36,0,Non-Travel,894,Research & Development,1,4,Medical,1662,4,F,33,2,2,Manufacturing Director,3,Married,4374,15411,0,No,15,3,3,0,4,6,3,3,2,1,2
36,0,Rarely,1040,Research & Development,3,2,Life Sciences,1664,4,M,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,1,13,3,3,5,4,0,4
54,0,Rarely,584,Research & Development,22,5,Medical,1665,2,F,91,3,4,Manager,3,Married,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7
43,0,Rarely,1291,Research & Development,15,2,Life Sciences,1666,3,M,65,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11
35,1,Frequently,880,Sales,12,4,Other,1667,4,M,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7
38,0,Frequently,1189,Research & Development,1,3,Life Sciences,1668,4,M,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9
29,0,Rarely,991,Sales,5,3,Medical,1669,1,M,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9
33,0,Rarely,392,Sales,2,4,Medical,1670,4,M,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4
32,0,Rarely,977,Research & Development,2,3,Medical,1671,4,M,45,3,2,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6
31,0,Rarely,1112,Sales,5,4,Life Sciences,1673,1,F,67,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2
49,0,Rarely,464,Research & Development,16,3,Medical,1674,4,F,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2
38,0,Frequently,148,Research & Development,2,3,Medical,1675,4,F,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3
47,0,Rarely,1225,Sales,2,4,Life Sciences,1676,2,F,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2
49,0,Rarely,809,Research & Development,1,3,Life Sciences,1677,3,M,36,3,4,Manager,3,Single,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0
41,0,Rarely,1206,Sales,23,2,Life Sciences,1678,4,M,80,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2
20,0,Rarely,727,Sales,9,1,Life Sciences,1680,4,M,54,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2
33,0,Non-Travel,530,Sales,16,3,Life Sciences,1681,3,F,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2
36,0,Rarely,1351,Research & Development,26,4,Life Sciences,1682,1,M,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2
44,0,Rarely,528,Human Resources,1,3,Life Sciences,1683,3,F,44,3,1,Human Resources,4,Divorced,3195,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2
23,1,Rarely,1320,Research & Development,8,1,Medical,1684,4,M,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2
38,0,Rarely,1495,Research & Development,4,2,Medical,1687,4,F,87,3,1,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0
53,0,Rarely,1395,Research & Development,24,4,Medical,1689,2,M,48,4,3,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2
48,1,Frequently,708,Sales,7,2,Medical,1691,4,F,95,3,1,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7
32,1,Rarely,1259,Research & Development,2,4,Life Sciences,1692,4,M,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0
26,0,Non-Travel,786,Research & Development,7,3,Medical,1693,4,M,76,3,1,Laboratory Technician,4,Single,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7
55,0,Rarely,1441,Research & Development,22,3,Technical Degree,1694,1,M,94,2,1,Research Scientist,2,Divorced,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2
34,0,Rarely,1157,Research & Development,5,2,Medical,1696,2,M,57,2,2,Laboratory Technician,4,Married,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13
60,0,Rarely,370,Research & Development,1,4,Medical,1697,3,M,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0
33,0,Rarely,267,Research & Development,21,3,Medical,1698,2,M,79,4,1,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13
37,0,Frequently,1278,Sales,1,4,Medical,1700,3,M,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3
34,0,Rarely,678,Research & Development,19,3,Life Sciences,1701,2,F,35,2,1,Research Scientist,4,Married,2929,20338,1,No,12,3,2,0,10,3,3,10,9,8,7
23,1,Rarely,427,Sales,7,3,Life Sciences,1702,3,M,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2
44,0,Rarely,921,Research & Development,2,3,Life Sciences,1703,3,F,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7
35,0,Frequently,146,Research & Development,2,4,Medical,1704,1,M,79,2,1,Research Scientist,4,Single,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4
43,0,Rarely,1179,Sales,2,3,Medical,1706,4,M,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8
24,0,Rarely,581,Research & Development,9,3,Medical,1707,3,M,62,4,1,Research Scientist,3,Married,4401,17616,1,No,16,3,4,1,5,1,3,5,3,0,4
41,0,Rarely,918,Sales,6,3,Marketing,1708,4,M,35,3,3,Sales Executive,3,Single,9241,15869,1,No,12,3,2,0,10,3,3,10,8,8,7
29,0,Rarely,1082,Research & Development,9,4,Medical,1709,4,F,43,3,1,Laboratory Technician,3,Married,2974,25412,9,No,17,3,3,1,9,2,3,5,3,1,2
36,0,Rarely,530,Sales,2,4,Life Sciences,1710,3,F,51,3,2,Sales Representative,4,Single,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7
45,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,1712,3,M,74,2,3,Healthcare Representative,3,Married,10748,3395,3,No,23,4,4,1,25,3,2,23,15,14,4
24,1,Rarely,240,Human Resources,22,1,Human Resources,1714,4,M,58,1,1,Human Resources,3,Married,1555,11585,1,No,11,3,3,1,1,2,3,1,0,0,0
47,1,Frequently,1093,Sales,9,3,Life Sciences,1716,3,M,82,1,4,Sales Executive,3,Married,12936,24164,7,No,11,3,3,0,25,3,1,23,5,14,10
26,0,Rarely,390,Research & Development,17,4,Medical,1718,4,M,62,1,1,Laboratory Technician,3,Married,2305,6217,1,No,15,3,3,3,3,3,4,3,2,0,2
45,0,Rarely,1005,Research & Development,28,2,Technical Degree,1719,4,F,48,2,4,Research Director,2,Single,16704,17119,1,No,11,3,3,0,21,2,3,21,6,8,6
32,0,Frequently,585,Research & Development,10,3,Life Sciences,1720,1,M,56,3,1,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3
31,0,Rarely,741,Research & Development,2,4,Life Sciences,1721,2,M,69,3,1,Laboratory Technician,3,Married,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3
41,0,Non-Travel,552,Human Resources,4,3,Human Resources,1722,3,M,60,1,2,Human Resources,2,Married,6430,20794,6,No,19,3,2,1,10,4,3,3,2,1,2
40,0,Rarely,369,Research & Development,8,2,Life Sciences,1724,2,F,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0
24,0,Rarely,506,Research & Development,29,1,Medical,1725,2,M,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,No,13,3,2,3,6,2,4,6,2,1,2
46,0,Rarely,717,Research & Development,13,4,Life Sciences,1727,3,M,34,3,2,Healthcare Representative,2,Single,5562,9697,6,No,14,3,4,0,19,3,3,10,7,0,9
35,0,Rarely,1370,Research & Development,27,4,Life Sciences,1728,4,M,49,3,2,Manufacturing Director,3,Married,6883,5151,2,No,16,3,2,1,17,3,3,7,7,0,7
30,0,Rarely,793,Research & Development,16,1,Life Sciences,1729,2,M,33,3,1,Research Scientist,4,Married,2862,3811,1,No,12,3,2,1,10,2,2,10,0,0,8
47,0,Non-Travel,543,Sales,2,4,Marketing,1731,3,M,87,3,2,Sales Executive,2,Married,4978,3536,7,No,11,3,4,1,4,3,1,1,0,0,0
46,0,Rarely,1277,Sales,2,3,Life Sciences,1732,3,M,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3
36,1,Rarely,1456,Sales,13,5,Marketing,1733,2,M,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2
32,1,Rarely,964,Sales,1,2,Life Sciences,1734,1,M,34,1,2,Sales Executive,2,Single,6735,12147,6,No,15,3,2,0,10,2,3,0,0,0,0
23,0,Rarely,160,Research & Development,4,1,Medical,1735,3,F,51,3,1,Laboratory Technician,2,Single,3295,12862,1,No,13,3,3,0,3,3,1,3,2,1,2
31,0,Frequently,163,Research & Development,24,1,Technical Degree,1736,4,F,30,3,2,Manufacturing Director,4,Single,5238,6670,2,No,20,4,4,0,9,3,2,5,4,1,4
39,0,Non-Travel,792,Research & Development,1,3,Life Sciences,1737,4,M,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8
32,0,Rarely,371,Sales,19,3,Life Sciences,1739,4,M,80,1,3,Sales Executive,3,Married,9610,3840,3,No,13,3,3,1,10,2,1,4,3,0,2
40,0,Rarely,611,Sales,7,4,Medical,1740,2,M,88,3,5,Manager,2,Single,19833,4349,1,No,14,3,2,0,21,3,2,21,8,12,8
45,0,Rarely,176,Human Resources,4,3,Life Sciences,1744,3,F,56,1,3,Human Resources,3,Married,9756,6595,4,No,21,4,3,2,9,2,4,5,0,0,3
30,0,Frequently,1312,Research & Development,2,4,Technical Degree,1745,4,F,78,2,1,Research Scientist,1,Single,4968,26427,0,No,16,3,4,0,10,2,3,9,7,0,7
24,0,Frequently,897,Human Resources,10,3,Medical,1746,1,M,59,3,1,Human Resources,4,Married,2145,2097,0,No,14,3,4,1,3,2,3,2,2,2,1
30,1,Frequently,600,Human Resources,8,3,Human Resources,1747,3,F,66,2,1,Human Resources,4,Divorced,2180,9732,6,No,11,3,3,1,6,0,2,4,2,1,2
31,0,Rarely,1003,Sales,5,3,Technical Degree,1749,1,M,51,3,2,Sales Executive,3,Married,8346,20943,1,No,19,3,3,1,6,3,3,5,2,0,2
27,0,Rarely,1054,Research & Development,8,3,Medical,1751,3,F,67,3,1,Research Scientist,4,Single,3445,6152,1,No,11,3,3,0,6,5,2,6,2,1,4
29,1,Rarely,428,Sales,9,3,Marketing,1752,2,F,52,1,1,Sales Representative,2,Single,2760,14630,1,No,13,3,3,0,2,3,3,2,2,2,2
29,0,Frequently,461,Research & Development,1,3,Life Sciences,1753,4,M,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2
30,0,Rarely,979,Sales,15,2,Marketing,1754,3,M,94,2,3,Sales Executive,1,Divorced,7140,3088,2,No,11,3,1,1,12,2,3,7,7,1,7
34,0,Rarely,181,Research & Development,2,4,Medical,1755,4,M,97,4,1,Research Scientist,4,Married,2932,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2
